parcel_id,parcel_description,parcel_category,parcel_name,parcel_weight
428823110,A office products item named printer.,Office Products,Printer,1.38
720680946,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,13.27
956145349,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,2.99
136558802,A video games item named video game.,Video Games,Video Game,13.97
222912194,A consumer electronics item named headphones.,Consumer Electronics,Headphones,4.03
877752962,A musical instruments item named guitar.,Musical Instruments,Guitar,11.43
957795242,A consumer electronics item named headphones.,Consumer Electronics,Headphones,12.92
470462179,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,10.98
348177362,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,1.57
360085201,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,8.84
693849941,A outdoors item named tent.,Outdoors,Tent,9.34
282098526,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,9.39
588696178,A office products item named printer.,Office Products,Printer,10.43
873497666,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,0.99
240355197,A toys & games item named lego set.,Toys & Games,Lego Set,0.91
867655300,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,0.8
639899585,A video games item named video game.,Video Games,Video Game,4.02
76402013,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,9.13
283713104,A personal computers item named laptop.,Personal Computers,Laptop,5.68
624896002,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,12.53
940806740,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,12.2
971608945,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,3.52
175254044,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,7.78
905451528,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,2.93
280731447,A beauty item named lipstick.,Beauty,Lipstick,7.62
372401563,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,8.3
140528535,A outdoors item named tent.,Outdoors,Tent,9.29
962566216,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,6.45
35125464,A pet supplies item named dog food.,Pet Supplies,Dog Food,2.54
125663136,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,13.22
615409566,A personal computers item named laptop.,Personal Computers,Laptop,4.77
307720378,A beauty item named lipstick.,Beauty,Lipstick,11.88
566698898,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,5.26
977807707,A video games item named video game.,Video Games,Video Game,14.97
558608449,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,10.85
337883282,A software item named antivirus software.,Software,Antivirus Software,6.86
33458531,A consumer electronics item named headphones.,Consumer Electronics,Headphones,8.26
637309589,A sports item named basketball.,Sports,Basketball,4.7
672161245,A watches item named watch.,Watches,Watch,11.52
360883559,A personal computers item named laptop.,Personal Computers,Laptop,9.2
908907437,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,4.96
774589210,A outdoors item named tent.,Outdoors,Tent,4.51
386091338,A home & garden item named garden tools.,Home & Garden,Garden Tools,14.23
378276001,A consumer electronics item named headphones.,Consumer Electronics,Headphones,2.64
177023774,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,6.42
874284575,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,12.35
106659499,A software item named antivirus software.,Software,Antivirus Software,8.12
911534268,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,2.19
821451606,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,3.5
448421207,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,13.06
744086401,A software item named antivirus software.,Software,Antivirus Software,11.27
530758061,A outdoors item named tent.,Outdoors,Tent,7.32
718676948,A sports item named basketball.,Sports,Basketball,1.34
38432392,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,9.34
162153955,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,9.38
864217631,A major appliances item named washing machine.,Major Appliances,Washing Machine,4.73
89182622,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,10.92
455122282,A toys & games item named lego set.,Toys & Games,Lego Set,14.01
787977931,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,2.93
128315638,A software item named antivirus software.,Software,Antivirus Software,2.24
730323801,A sports item named basketball.,Sports,Basketball,2.55
700871109,A home & garden item named garden tools.,Home & Garden,Garden Tools,6.43
441979329,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,8.35
909380595,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,2.64
758847179,A video games item named video game.,Video Games,Video Game,12.95
91115507,A home & garden item named garden tools.,Home & Garden,Garden Tools,13.62
331253220,A home & garden item named garden tools.,Home & Garden,Garden Tools,3.12
509647580,A personal computers item named laptop.,Personal Computers,Laptop,3.88
396541868,A watches item named watch.,Watches,Watch,3.67
198850679,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,8.23
185438597,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,9.91
732178312,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,3.2
259666865,A software item named antivirus software.,Software,Antivirus Software,5.58
976760274,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,3.63
467832612,A fine art item named painting.,Fine Art,Painting,3.26
943954344,A home & garden item named garden tools.,Home & Garden,Garden Tools,2.27
231549468,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,4.8
700473170,A beauty item named lipstick.,Beauty,Lipstick,8.15
396591624,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,4.42
503094898,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,13.97
301057769,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,1.62
330033655,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,0.54
270056781,A pet supplies item named dog food.,Pet Supplies,Dog Food,8.8
724203678,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,8.35
304563549,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,9.29
424340162,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,9.77
60627468,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,12.0
822607586,A outdoors item named tent.,Outdoors,Tent,3.5
448284540,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,2.98
798140769,A sports item named basketball.,Sports,Basketball,8.39
894291514,A books item named novel.,Books,Novel,13.91
570070235,A sports item named basketball.,Sports,Basketball,3.24
553357277,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,10.06
843099770,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,6.89
851288953,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,10.27
779420134,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,11.27
994512118,A toys & games item named lego set.,Toys & Games,Lego Set,11.67
885096128,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,3.68
216192038,A home & garden item named garden tools.,Home & Garden,Garden Tools,6.3
233395618,A books item named novel.,Books,Novel,7.03
741809470,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,10.31
796182457,A major appliances item named washing machine.,Major Appliances,Washing Machine,14.69
225757566,A watches item named watch.,Watches,Watch,0.94
251967930,A watches item named watch.,Watches,Watch,1.52
330381105,A musical instruments item named guitar.,Musical Instruments,Guitar,10.71
114726345,A pet supplies item named dog food.,Pet Supplies,Dog Food,0.74
943439026,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,9.7
214763353,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,12.26
571459623,A toys & games item named lego set.,Toys & Games,Lego Set,8.28
404245853,A pet supplies item named dog food.,Pet Supplies,Dog Food,13.07
185787584,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,14.86
617401295,A home & garden item named garden tools.,Home & Garden,Garden Tools,1.69
515895026,A toys & games item named lego set.,Toys & Games,Lego Set,12.28
278149379,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,11.0
866938605,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,11.13
275279780,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,11.84
976804609,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,4.32
846474765,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,1.07
453802494,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,13.99
633294717,A personal computers item named laptop.,Personal Computers,Laptop,13.08
505907244,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,8.28
539875230,A fine art item named painting.,Fine Art,Painting,10.39
166166620,A musical instruments item named guitar.,Musical Instruments,Guitar,2.81
479937777,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,14.52
836410156,A pet supplies item named dog food.,Pet Supplies,Dog Food,11.48
186098346,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,12.45
212391301,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,9.64
223452248,A home & garden item named garden tools.,Home & Garden,Garden Tools,5.53
321870373,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,4.19
504610218,A fine art item named painting.,Fine Art,Painting,3.61
93505259,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,13.92
794602702,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,0.84
478008962,A beauty item named lipstick.,Beauty,Lipstick,11.79
754631942,A major appliances item named washing machine.,Major Appliances,Washing Machine,2.44
720959370,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,7.41
981198767,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,6.09
877277908,A musical instruments item named guitar.,Musical Instruments,Guitar,4.44
556430313,A toys & games item named lego set.,Toys & Games,Lego Set,2.06
187820604,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,5.61
70452421,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,11.57
25297730,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,2.59
859780456,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,3.79
818150109,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,6.74
660972867,A musical instruments item named guitar.,Musical Instruments,Guitar,7.94
626962203,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,10.93
880092949,A musical instruments item named guitar.,Musical Instruments,Guitar,9.38
654204898,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,4.75
595580877,A software item named antivirus software.,Software,Antivirus Software,14.7
154900514,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,5.81
199460624,A fine art item named painting.,Fine Art,Painting,9.45
586995539,A pet supplies item named dog food.,Pet Supplies,Dog Food,6.65
78718066,A sports item named basketball.,Sports,Basketball,10.78
991368489,A beauty item named lipstick.,Beauty,Lipstick,12.23
58771005,A fine art item named painting.,Fine Art,Painting,7.69
771915731,A office products item named printer.,Office Products,Printer,11.32
788018788,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,8.94
968451007,A personal computers item named laptop.,Personal Computers,Laptop,11.3
318722031,A software item named antivirus software.,Software,Antivirus Software,7.73
98831778,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,2.95
857341506,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,6.19
761350659,A outdoors item named tent.,Outdoors,Tent,5.92
742942967,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,8.2
207846273,A fine art item named painting.,Fine Art,Painting,13.72
463129997,A home & garden item named garden tools.,Home & Garden,Garden Tools,14.32
48290380,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,3.99
133458523,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,14.36
664223989,A fine art item named painting.,Fine Art,Painting,7.15
332326406,A sports item named basketball.,Sports,Basketball,11.11
956674424,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,7.73
812621473,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,8.79
662298699,A video games item named video game.,Video Games,Video Game,12.55
727254457,A major appliances item named washing machine.,Major Appliances,Washing Machine,3.92
848530874,A beauty item named lipstick.,Beauty,Lipstick,2.16
939340335,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,12.43
874527245,A pet supplies item named dog food.,Pet Supplies,Dog Food,13.45
803604254,A home & garden item named garden tools.,Home & Garden,Garden Tools,1.27
454714419,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,13.26
409782259,A beauty item named lipstick.,Beauty,Lipstick,3.71
904709187,A software item named antivirus software.,Software,Antivirus Software,7.18
72312565,A outdoors item named tent.,Outdoors,Tent,10.29
127072125,A musical instruments item named guitar.,Musical Instruments,Guitar,10.41
350298449,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,10.19
940577508,A fine art item named painting.,Fine Art,Painting,1.42
12535348,A software item named antivirus software.,Software,Antivirus Software,9.31
579854254,A sports item named basketball.,Sports,Basketball,12.59
547457971,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,6.64
606039954,A consumer electronics item named headphones.,Consumer Electronics,Headphones,7.15
958365325,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,12.17
125777226,A toys & games item named lego set.,Toys & Games,Lego Set,10.71
763558061,A home & garden item named garden tools.,Home & Garden,Garden Tools,7.32
511365574,A software item named antivirus software.,Software,Antivirus Software,7.48
224117456,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,6.82
65706703,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,11.99
180025264,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,6.22
10858388,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,11.87
971936138,A home & garden item named garden tools.,Home & Garden,Garden Tools,9.19
673291383,A sports item named basketball.,Sports,Basketball,6.83
840766918,A home & garden item named garden tools.,Home & Garden,Garden Tools,11.7
26501671,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,0.51
829453819,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,3.56
863508477,A beauty item named lipstick.,Beauty,Lipstick,14.05
193189729,A software item named antivirus software.,Software,Antivirus Software,6.08
233533574,A fine art item named painting.,Fine Art,Painting,0.96
934813141,A office products item named printer.,Office Products,Printer,7.69
258529565,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,8.76
851141131,A home & garden item named garden tools.,Home & Garden,Garden Tools,3.33
447563616,A beauty item named lipstick.,Beauty,Lipstick,9.8
996814561,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,7.71
533889002,A beauty item named lipstick.,Beauty,Lipstick,3.97
266700763,A software item named antivirus software.,Software,Antivirus Software,9.8
202535811,A personal computers item named laptop.,Personal Computers,Laptop,3.16
498594024,A consumer electronics item named headphones.,Consumer Electronics,Headphones,2.98
686510339,A personal computers item named laptop.,Personal Computers,Laptop,5.17
76551838,A office products item named printer.,Office Products,Printer,14.96
706991771,A personal computers item named laptop.,Personal Computers,Laptop,14.59
78531615,A home & garden item named garden tools.,Home & Garden,Garden Tools,2.64
299551392,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,5.88
426441678,A books item named novel.,Books,Novel,6.42
472982013,A personal computers item named laptop.,Personal Computers,Laptop,0.69
439018010,A musical instruments item named guitar.,Musical Instruments,Guitar,4.47
679728934,A home & garden item named garden tools.,Home & Garden,Garden Tools,5.68
545581678,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,14.41
43813618,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,9.96
328748360,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,14.06
126164468,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,13.82
185194226,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,11.91
165057441,A musical instruments item named guitar.,Musical Instruments,Guitar,12.73
661200571,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,1.07
354146353,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,7.91
993764316,A outdoors item named tent.,Outdoors,Tent,0.81
453624036,A fine art item named painting.,Fine Art,Painting,8.19
784461391,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,5.03
837050545,A toys & games item named lego set.,Toys & Games,Lego Set,1.35
328000397,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,12.95
618363143,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,14.31
723909989,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,13.28
25527515,A pet supplies item named dog food.,Pet Supplies,Dog Food,4.81
454681134,A home & garden item named garden tools.,Home & Garden,Garden Tools,7.74
210149282,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,8.56
487988780,A sports item named basketball.,Sports,Basketball,10.31
666347623,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,11.95
998829600,A home & garden item named garden tools.,Home & Garden,Garden Tools,3.57
769269155,A watches item named watch.,Watches,Watch,6.38
288748449,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,2.65
515010092,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,3.65
184951340,A toys & games item named lego set.,Toys & Games,Lego Set,2.45
247913369,A personal computers item named laptop.,Personal Computers,Laptop,5.25
307852275,A major appliances item named washing machine.,Major Appliances,Washing Machine,6.24
220667855,A books item named novel.,Books,Novel,9.82
787013926,A beauty item named lipstick.,Beauty,Lipstick,4.69
644280468,A video games item named video game.,Video Games,Video Game,10.84
647701482,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,5.72
582881144,A personal computers item named laptop.,Personal Computers,Laptop,2.21
861538126,A personal computers item named laptop.,Personal Computers,Laptop,7.04
342234112,A sports item named basketball.,Sports,Basketball,11.47
179530554,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,9.56
516076163,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,0.7
587102763,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,9.85
144981102,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,2.6
524642775,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,13.76
880164004,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,7.75
286094474,A books item named novel.,Books,Novel,6.08
799450136,A outdoors item named tent.,Outdoors,Tent,8.92
610589371,A pet supplies item named dog food.,Pet Supplies,Dog Food,13.98
456592544,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,11.84
274957603,A toys & games item named lego set.,Toys & Games,Lego Set,11.54
741836144,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,4.44
438798481,A fine art item named painting.,Fine Art,Painting,0.72
328810450,A video games item named video game.,Video Games,Video Game,9.85
452176975,A software item named antivirus software.,Software,Antivirus Software,2.2
225654153,A sports item named basketball.,Sports,Basketball,5.85
261502154,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,2.18
500449074,A home & garden item named garden tools.,Home & Garden,Garden Tools,1.29
401458746,A home & garden item named garden tools.,Home & Garden,Garden Tools,14.01
389881060,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,11.87
876762440,A home & garden item named garden tools.,Home & Garden,Garden Tools,0.69
574757481,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,0.67
370774369,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,11.62
634235641,A personal computers item named laptop.,Personal Computers,Laptop,12.67
876083234,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,3.61
851207513,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,11.66
873761818,A home & garden item named garden tools.,Home & Garden,Garden Tools,6.13
377365343,A office products item named printer.,Office Products,Printer,8.0
814844863,A watches item named watch.,Watches,Watch,2.38
193728818,A personal computers item named laptop.,Personal Computers,Laptop,10.48
496680119,A books item named novel.,Books,Novel,6.81
618458248,A home & garden item named garden tools.,Home & Garden,Garden Tools,11.44
187793836,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,1.46
472140470,A toys & games item named lego set.,Toys & Games,Lego Set,5.18
251057888,A musical instruments item named guitar.,Musical Instruments,Guitar,9.82
572258842,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,1.69
616084487,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,12.94
325621508,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,13.98
575033589,A consumer electronics item named headphones.,Consumer Electronics,Headphones,0.71
377972384,A major appliances item named washing machine.,Major Appliances,Washing Machine,3.22
643812034,A sports item named basketball.,Sports,Basketball,2.27
956261238,A watches item named watch.,Watches,Watch,10.8
932879014,A software item named antivirus software.,Software,Antivirus Software,1.82
123250263,A video games item named video game.,Video Games,Video Game,14.31
374110110,A toys & games item named lego set.,Toys & Games,Lego Set,3.3
579006487,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,12.07
627695936,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,11.59
574195414,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,2.66
11896752,A video games item named video game.,Video Games,Video Game,14.41
865864816,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,14.89
972266517,A beauty item named lipstick.,Beauty,Lipstick,13.52
694232411,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,4.01
880031584,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,6.77
10086178,A books item named novel.,Books,Novel,11.2
926179209,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,11.6
25526373,A personal computers item named laptop.,Personal Computers,Laptop,10.76
521954859,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,11.7
666791890,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,11.4
181254277,A home & garden item named garden tools.,Home & Garden,Garden Tools,8.35
696022208,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,1.75
974960802,A watches item named watch.,Watches,Watch,2.78
509761662,A outdoors item named tent.,Outdoors,Tent,6.34
544470502,A beauty item named lipstick.,Beauty,Lipstick,6.01
959698232,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,9.2
798984022,A books item named novel.,Books,Novel,3.91
441186248,A pet supplies item named dog food.,Pet Supplies,Dog Food,9.25
504566869,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,5.44
972858082,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,9.69
666752890,A musical instruments item named guitar.,Musical Instruments,Guitar,8.13
291102775,A beauty item named lipstick.,Beauty,Lipstick,9.12
867561868,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,0.97
450854555,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,7.21
84670877,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,2.88
40463524,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,8.02
265521962,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,6.54
684439947,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,5.04
858265090,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,3.39
187848227,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,4.38
47568379,A books item named novel.,Books,Novel,4.06
56416137,A home & garden item named garden tools.,Home & Garden,Garden Tools,8.64
677701840,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,4.24
3993993,A software item named antivirus software.,Software,Antivirus Software,9.51
997145219,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,4.69
945453458,A video games item named video game.,Video Games,Video Game,13.1
323888904,A consumer electronics item named headphones.,Consumer Electronics,Headphones,14.19
964840636,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,5.33
12216859,A office products item named printer.,Office Products,Printer,10.72
392517527,A books item named novel.,Books,Novel,5.97
467861312,A books item named novel.,Books,Novel,13.13
769530184,A fine art item named painting.,Fine Art,Painting,6.99
981529138,A video games item named video game.,Video Games,Video Game,1.11
587129398,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,13.29
927820408,A major appliances item named washing machine.,Major Appliances,Washing Machine,2.64
416178724,A beauty item named lipstick.,Beauty,Lipstick,13.17
227538959,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,5.79
861430269,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,14.47
366252680,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,13.72
406587609,A beauty item named lipstick.,Beauty,Lipstick,2.81
32588980,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,5.86
82343003,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,5.71
262123319,A fine art item named painting.,Fine Art,Painting,12.28
326347682,A books item named novel.,Books,Novel,9.46
544380762,A consumer electronics item named headphones.,Consumer Electronics,Headphones,8.71
762672463,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,14.16
9003711,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,5.83
998512472,A beauty item named lipstick.,Beauty,Lipstick,11.32
110322167,A watches item named watch.,Watches,Watch,1.26
891764770,A home & garden item named garden tools.,Home & Garden,Garden Tools,1.22
862176803,A books item named novel.,Books,Novel,2.33
218153807,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,9.95
386818224,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,10.43
90960025,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,14.83
386707788,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,6.94
812608206,A beauty item named lipstick.,Beauty,Lipstick,14.25
153165042,A beauty item named lipstick.,Beauty,Lipstick,14.05
161774096,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,4.62
866405994,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,6.71
549006898,A books item named novel.,Books,Novel,7.78
356795236,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,13.42
321363792,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,5.59
920165457,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,6.35
833891336,A watches item named watch.,Watches,Watch,4.0
709678334,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,5.26
48516274,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,12.32
