Parcel with id 780281868, is a Rare Coin, the a description "A collectible coins item named rare coin.", in the Collectible Coins category and has a weight of 4.31.kg
A parcel, with id 501988765, was with the driver with id 51 at the location with latitude -17.3667 and longitude 30.2 was Awaiting delivery in Chinhoyi at the time stamp 2019-01-21 00:00:13. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 501988765, was with the driver with id 1199 at the location with latitude -17.3667 and longitude 30.2 was Delivered in Chinhoyi at the time stamp 2019-01-21 03:00:13. The parcel delivery was at the 'Delivered' stage
A parcel, with id 320455603, was with the driver with id 1234 at the location with latitude -20.0732 and longitude 30.8298 was Collected at Masvingo at the time stamp 2019-01-21 22:45:40. The parcel delivery was at the 'Collected' stage
A parcel, with id 320455603, was with the driver with id 1234 at the location with latitude -20.0732 and longitude 30.8298 was In transit from Masvingo at the time stamp 2019-01-22 01:45:40. The parcel delivery was at the 'In Transit' stage
A parcel, with id 320455603, was with the driver with id 5174 at the location with latitude -20.0732 and longitude 30.8298 was Awaiting delivery in Masvingo at the time stamp 2019-01-22 04:45:40. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 320455603, was with the driver with id 17 at the location with latitude -20.0732 and longitude 30.8298 was Delivered in Masvingo at the time stamp 2019-01-22 06:45:40. The parcel delivery was at the 'Delivered' stage
A parcel, with id 420410072, was with the driver with id 10796 at the location with latitude -19.4571 and longitude 29.8167 was Collected at Gweru at the time stamp 2019-01-22 23:25:03. The parcel delivery was at the 'Collected' stage
A parcel, with id 420410072, was with the driver with id 128 at the location with latitude -19.4571 and longitude 29.8167 was In transit from Gweru at the time stamp 2019-01-23 03:25:03. The parcel delivery was at the 'In Transit' stage
A parcel, with id 420410072, was with the driver with id 1707 at the location with latitude -19.4571 and longitude 29.8167 was Awaiting delivery in Gweru at the time stamp 2019-01-23 06:25:03. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 420410072, was with the driver with id 5174 at the location with latitude -19.4571 and longitude 29.8167 was Delivered in Gweru at the time stamp 2019-01-23 07:25:03. The parcel delivery was at the 'Delivered' stage
A parcel, with id 733522426, was with the driver with id 1706 at the location with latitude -18.9707 and longitude 32.6709 was Collected at Mutare at the time stamp 2019-01-23 17:49:24. The parcel delivery was at the 'Collected' stage
A parcel, with id 733522426, was with the driver with id 1234 at the location with latitude -18.9707 and longitude 32.6709 was In transit from Mutare at the time stamp 2019-01-23 20:49:24. The parcel delivery was at the 'In Transit' stage
A parcel, with id 733522426, was with the driver with id 1235 at the location with latitude -18.9707 and longitude 32.6709 was Awaiting delivery in Mutare at the time stamp 2019-01-23 23:49:24. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 733522426, was with the driver with id 11475 at the location with latitude -18.9707 and longitude 32.6709 was Delivered in Mutare at the time stamp 2019-01-24 02:49:24. The parcel delivery was at the 'Delivered' stage
A parcel, with id 277961190, was with the driver with id 24 at the location with latitude -20.1326 and longitude 28.6265 was Collected at Bulawayo at the time stamp 2019-01-26 00:26:31. The parcel delivery was at the 'Collected' stage
A parcel, with id 277961190, was with the driver with id 219 at the location with latitude -20.1326 and longitude 28.6265 was In transit from Bulawayo at the time stamp 2019-01-26 03:26:31. The parcel delivery was at the 'In Transit' stage
A parcel, with id 277961190, was with the driver with id 255 at the location with latitude -20.1326 and longitude 28.6265 was Awaiting delivery in Bulawayo at the time stamp 2019-01-26 05:26:31. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 277961190, was with the driver with id 1707 at the location with latitude -20.1326 and longitude 28.6265 was Delivered in Bulawayo at the time stamp 2019-01-26 08:26:31. The parcel delivery was at the 'Delivered' stage
A parcel, with id 75784751, was with the driver with id 24 at the location with latitude -18.9281 and longitude 29.8144 was Collected at Kwekwe at the time stamp 2019-01-27 05:09:39. The parcel delivery was at the 'Collected' stage
A parcel, with id 404962924, was with the driver with id 24 at the location with latitude -17.3667 and longitude 30.2 was Collected at Chinhoyi at the time stamp 2019-01-27 07:40:03. The parcel delivery was at the 'Collected' stage
A parcel, with id 75784751, was with the driver with id 1706 at the location with latitude -18.9281 and longitude 29.8144 was In transit from Kwekwe at the time stamp 2019-01-27 08:09:39. The parcel delivery was at the 'In Transit' stage
A parcel, with id 404962924, was with the driver with id 16 at the location with latitude -17.3667 and longitude 30.2 was In transit from Chinhoyi at the time stamp 2019-01-27 08:40:03. The parcel delivery was at the 'In Transit' stage
A parcel, with id 75784751, was with the driver with id 5174 at the location with latitude -18.9281 and longitude 29.8144 was Awaiting delivery in Kwekwe at the time stamp 2019-01-27 12:09:39. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 404962924, was with the driver with id 5174 at the location with latitude -17.3667 and longitude 30.2 was Awaiting delivery in Chinhoyi at the time stamp 2019-01-27 12:40:03. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 75784751, was with the driver with id 255 at the location with latitude -18.9281 and longitude 29.8144 was Delivered in Kwekwe at the time stamp 2019-01-27 16:09:39. The parcel delivery was at the 'Delivered' stage
A parcel, with id 404962924, was with the driver with id 220 at the location with latitude -17.3667 and longitude 30.2 was Delivered in Chinhoyi at the time stamp 2019-01-27 16:40:03. The parcel delivery was at the 'Delivered' stage
A parcel, with id 43470718, was with the driver with id 8 at the location with latitude -17.8292 and longitude 31.0522 was Collected at Harare at the time stamp 2019-01-29 01:37:52. The parcel delivery was at the 'Collected' stage
A parcel, with id 43470718, was with the driver with id 254 at the location with latitude -17.8292 and longitude 31.0522 was In transit from Harare at the time stamp 2019-01-29 03:37:52. The parcel delivery was at the 'In Transit' stage
A parcel, with id 43470718, was with the driver with id 9 at the location with latitude -17.8292 and longitude 31.0522 was Awaiting delivery in Harare at the time stamp 2019-01-29 05:37:52. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 43470718, was with the driver with id 25 at the location with latitude -17.8292 and longitude 31.0522 was Delivered in Harare at the time stamp 2019-01-29 08:37:52. The parcel delivery was at the 'Delivered' stage
A parcel, with id 50121446, was with the driver with id 59918 at the location with latitude -20.0732 and longitude 30.8298 was Collected at Masvingo at the time stamp 2019-01-30 04:08:11. The parcel delivery was at the 'Collected' stage
A parcel, with id 50121446, was with the driver with id 72024 at the location with latitude -20.0732 and longitude 30.8298 was In transit from Masvingo at the time stamp 2019-01-30 08:08:11. The parcel delivery was at the 'In Transit' stage
A parcel, with id 50121446, was with the driver with id 50 at the location with latitude -20.0732 and longitude 30.8298 was Awaiting delivery in Masvingo at the time stamp 2019-01-30 09:08:11. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 50121446, was with the driver with id 220 at the location with latitude -20.0732 and longitude 30.8298 was Delivered in Masvingo at the time stamp 2019-01-30 10:08:11. The parcel delivery was at the 'Delivered' stage
A parcel, with id 153697950, was with the driver with id 131 at the location with latitude -18.9707 and longitude 32.6709 was Collected at Mutare at the time stamp 2019-01-30 14:57:21. The parcel delivery was at the 'Collected' stage
A parcel, with id 153697950, was with the driver with id 876024 at the location with latitude -18.9707 and longitude 32.6709 was In transit from Mutare at the time stamp 2019-01-30 16:57:21. The parcel delivery was at the 'In Transit' stage
A parcel, with id 153697950, was with the driver with id 9 at the location with latitude -18.9707 and longitude 32.6709 was Awaiting delivery in Mutare at the time stamp 2019-01-30 17:57:21. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 900751173, was with the driver with id 49 at the location with latitude -20.1326 and longitude 28.6265 was Collected at Bulawayo at the time stamp 2019-01-30 19:38:38. The parcel delivery was at the 'Collected' stage
A parcel, with id 153697950, was with the driver with id 10797 at the location with latitude -18.9707 and longitude 32.6709 was Delivered in Mutare at the time stamp 2019-01-30 19:57:21. The parcel delivery was at the 'Delivered' stage
A parcel, with id 900751173, was with the driver with id 1706 at the location with latitude -20.1326 and longitude 28.6265 was In transit from Bulawayo at the time stamp 2019-01-30 23:38:38. The parcel delivery was at the 'In Transit' stage
A parcel, with id 854106875, was with the driver with id 11474 at the location with latitude -17.8292 and longitude 31.0522 was Collected at Harare at the time stamp 2019-01-30 23:48:25. The parcel delivery was at the 'Collected' stage
A parcel, with id 900751173, was with the driver with id 1199 at the location with latitude -20.1326 and longitude 28.6265 was Awaiting delivery in Bulawayo at the time stamp 2019-01-31 00:38:38. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 900751173, was with the driver with id 1707 at the location with latitude -20.1326 and longitude 28.6265 was Delivered in Bulawayo at the time stamp 2019-01-31 01:38:38. The parcel delivery was at the 'Delivered' stage
A parcel, with id 854106875, was with the driver with id 1223 at the location with latitude -17.8292 and longitude 31.0522 was In transit from Harare at the time stamp 2019-01-31 03:48:25. The parcel delivery was at the 'In Transit' stage
A parcel, with id 854106875, was with the driver with id 1224 at the location with latitude -17.8292 and longitude 31.0522 was Awaiting delivery in Harare at the time stamp 2019-01-31 06:48:25. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 854106875, was with the driver with id 25 at the location with latitude -17.8292 and longitude 31.0522 was Delivered in Harare at the time stamp 2019-01-31 08:48:25. The parcel delivery was at the 'Delivered' stage
A parcel, with id 83827881, was with the driver with id 10796 at the location with latitude -17.2986 and longitude 31.331 was Collected at Bindura at the time stamp 2019-01-31 16:56:53. The parcel delivery was at the 'Collected' stage
A parcel, with id 83827881, was with the driver with id 1223 at the location with latitude -17.2986 and longitude 31.331 was In transit from Bindura at the time stamp 2019-01-31 20:56:53. The parcel delivery was at the 'In Transit' stage
A parcel, with id 83827881, was with the driver with id 10797 at the location with latitude -17.2986 and longitude 31.331 was Awaiting delivery in Bindura at the time stamp 2019-02-01 00:56:53. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 83827881, was with the driver with id 255 at the location with latitude -17.2986 and longitude 31.331 was Delivered in Bindura at the time stamp 2019-02-01 02:56:53. The parcel delivery was at the 'Delivered' stage
A parcel, with id 124670018, was with the driver with id 49 at the location with latitude -19.4571 and longitude 29.8167 was Collected at Gweru at the time stamp 2019-02-01 20:26:56. The parcel delivery was at the 'Collected' stage
A parcel, with id 124670018, was with the driver with id 50 at the location with latitude -19.4571 and longitude 29.8167 was In transit from Gweru at the time stamp 2019-02-01 22:26:56. The parcel delivery was at the 'In Transit' stage
A parcel, with id 124670018, was with the driver with id 132 at the location with latitude -19.4571 and longitude 29.8167 was Awaiting delivery in Gweru at the time stamp 2019-02-02 00:26:56. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 124670018, was with the driver with id 1235 at the location with latitude -19.4571 and longitude 29.8167 was Delivered in Gweru at the time stamp 2019-02-02 03:26:56. The parcel delivery was at the 'Delivered' stage
A parcel, with id 865617982, was with the driver with id 11474 at the location with latitude -18.3336 and longitude 29.896 was Collected at Kadoma at the time stamp 2019-02-02 20:22:50. The parcel delivery was at the 'Collected' stage
A parcel, with id 865617982, was with the driver with id 24 at the location with latitude -18.3336 and longitude 29.896 was In transit from Kadoma at the time stamp 2019-02-02 23:22:50. The parcel delivery was at the 'In Transit' stage
A parcel, with id 865617982, was with the driver with id 59919 at the location with latitude -18.3336 and longitude 29.896 was Awaiting delivery in Kadoma at the time stamp 2019-02-03 02:22:50. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 925337514, was with the driver with id 50 at the location with latitude -19.4571 and longitude 29.8167 was Collected at Gweru at the time stamp 2019-02-03 05:25:38. The parcel delivery was at the 'Collected' stage
A parcel, with id 865617982, was with the driver with id 876025 at the location with latitude -18.3336 and longitude 29.896 was Delivered in Kadoma at the time stamp 2019-02-03 06:22:50. The parcel delivery was at the 'Delivered' stage
A parcel, with id 925337514, was with the driver with id 49 at the location with latitude -19.4571 and longitude 29.8167 was In transit from Gweru at the time stamp 2019-02-03 08:25:38. The parcel delivery was at the 'In Transit' stage
A parcel, with id 925337514, was with the driver with id 51 at the location with latitude -19.4571 and longitude 29.8167 was Awaiting delivery in Gweru at the time stamp 2019-02-03 09:25:38. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 925337514, was with the driver with id 132 at the location with latitude -19.4571 and longitude 29.8167 was Delivered in Gweru at the time stamp 2019-02-03 10:25:38. The parcel delivery was at the 'Delivered' stage
A parcel, with id 349264798, was with the driver with id 254 at the location with latitude -17.2986 and longitude 31.331 was Collected at Bindura at the time stamp 2019-02-03 15:17:17. The parcel delivery was at the 'Collected' stage
A parcel, with id 349264798, was with the driver with id 128 at the location with latitude -17.2986 and longitude 31.331 was In transit from Bindura at the time stamp 2019-02-03 16:17:17. The parcel delivery was at the 'In Transit' stage
A parcel, with id 349264798, was with the driver with id 220 at the location with latitude -17.2986 and longitude 31.331 was Awaiting delivery in Bindura at the time stamp 2019-02-03 17:17:17. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 349264798, was with the driver with id 17 at the location with latitude -17.2986 and longitude 31.331 was Delivered in Bindura at the time stamp 2019-02-03 18:17:17. The parcel delivery was at the 'Delivered' stage
A parcel, with id 864155554, was with the driver with id 5173 at the location with latitude -18.9281 and longitude 29.8144 was Collected at Kwekwe at the time stamp 2019-02-05 21:10:05. The parcel delivery was at the 'Collected' stage
A parcel, with id 864155554, was with the driver with id 254 at the location with latitude -18.9281 and longitude 29.8144 was In transit from Kwekwe at the time stamp 2019-02-05 22:10:05. The parcel delivery was at the 'In Transit' stage
A parcel, with id 864155554, was with the driver with id 876025 at the location with latitude -18.9281 and longitude 29.8144 was Awaiting delivery in Kwekwe at the time stamp 2019-02-06 01:10:05. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 864155554, was with the driver with id 255 at the location with latitude -18.9281 and longitude 29.8144 was Delivered in Kwekwe at the time stamp 2019-02-06 02:10:05. The parcel delivery was at the 'Delivered' stage
A parcel, with id 85230109, was with the driver with id 876024 at the location with latitude -17.3667 and longitude 30.2 was Collected at Chinhoyi at the time stamp 2019-02-06 09:16:56. The parcel delivery was at the 'Collected' stage
A parcel, with id 85230109, was with the driver with id 49 at the location with latitude -17.3667 and longitude 30.2 was In transit from Chinhoyi at the time stamp 2019-02-06 13:16:56. The parcel delivery was at the 'In Transit' stage
A parcel, with id 85230109, was with the driver with id 10797 at the location with latitude -17.3667 and longitude 30.2 was Awaiting delivery in Chinhoyi at the time stamp 2019-02-06 15:16:56. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 85230109, was with the driver with id 9 at the location with latitude -17.3667 and longitude 30.2 was Delivered in Chinhoyi at the time stamp 2019-02-06 17:16:56. The parcel delivery was at the 'Delivered' stage
A parcel, with id 172509028, was with the driver with id 11474 at the location with latitude -18.3336 and longitude 29.896 was Collected at Kadoma at the time stamp 2019-02-06 22:10:44. The parcel delivery was at the 'Collected' stage
A parcel, with id 172509028, was with the driver with id 16 at the location with latitude -18.3336 and longitude 29.896 was In transit from Kadoma at the time stamp 2019-02-06 23:10:44. The parcel delivery was at the 'In Transit' stage
A parcel, with id 172509028, was with the driver with id 50 at the location with latitude -18.3336 and longitude 29.896 was Awaiting delivery in Kadoma at the time stamp 2019-02-07 01:10:44. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 172509028, was with the driver with id 1199 at the location with latitude -18.3336 and longitude 29.896 was Delivered in Kadoma at the time stamp 2019-02-07 05:10:44. The parcel delivery was at the 'Delivered' stage
A parcel, with id 29605006, was with the driver with id 219 at the location with latitude -20.1326 and longitude 28.6265 was Collected at Bulawayo at the time stamp 2019-02-07 07:04:28. The parcel delivery was at the 'Collected' stage
A parcel, with id 29605006, was with the driver with id 72024 at the location with latitude -20.1326 and longitude 28.6265 was In transit from Bulawayo at the time stamp 2019-02-07 08:04:28. The parcel delivery was at the 'In Transit' stage
A parcel, with id 29605006, was with the driver with id 10797 at the location with latitude -20.1326 and longitude 28.6265 was Awaiting delivery in Bulawayo at the time stamp 2019-02-07 11:04:28. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 29605006, was with the driver with id 5174 at the location with latitude -20.1326 and longitude 28.6265 was Delivered in Bulawayo at the time stamp 2019-02-07 13:04:28. The parcel delivery was at the 'Delivered' stage
A parcel, with id 848783589, was with the driver with id 876024 at the location with latitude -17.2986 and longitude 31.331 was Collected at Bindura at the time stamp 2019-02-07 14:07:30. The parcel delivery was at the 'Collected' stage
A parcel, with id 848783589, was with the driver with id 1234 at the location with latitude -17.2986 and longitude 31.331 was In transit from Bindura at the time stamp 2019-02-07 15:07:30. The parcel delivery was at the 'In Transit' stage
A parcel, with id 848783589, was with the driver with id 9 at the location with latitude -17.2986 and longitude 31.331 was Awaiting delivery in Bindura at the time stamp 2019-02-07 16:07:30. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 257918417, was with the driver with id 16 at the location with latitude -20.1326 and longitude 28.6265 was Collected at Bulawayo at the time stamp 2019-02-07 19:41:25. The parcel delivery was at the 'Collected' stage
A parcel, with id 848783589, was with the driver with id 1199 at the location with latitude -17.2986 and longitude 31.331 was Delivered in Bindura at the time stamp 2019-02-07 20:07:30. The parcel delivery was at the 'Delivered' stage
A parcel, with id 257918417, was with the driver with id 1234 at the location with latitude -20.1326 and longitude 28.6265 was In transit from Bulawayo at the time stamp 2019-02-07 20:41:25. The parcel delivery was at the 'In Transit' stage
A parcel, with id 257918417, was with the driver with id 17 at the location with latitude -20.1326 and longitude 28.6265 was Awaiting delivery in Bulawayo at the time stamp 2019-02-07 22:41:25. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 257918417, was with the driver with id 72025 at the location with latitude -20.1326 and longitude 28.6265 was Delivered in Bulawayo at the time stamp 2019-02-08 00:41:25. The parcel delivery was at the 'Delivered' stage
A parcel, with id 58683806, was with the driver with id 254 at the location with latitude -17.3667 and longitude 30.2 was Collected at Chinhoyi at the time stamp 2019-02-09 08:40:01. The parcel delivery was at the 'Collected' stage
A parcel, with id 58683806, was with the driver with id 8 at the location with latitude -17.3667 and longitude 30.2 was In transit from Chinhoyi at the time stamp 2019-02-09 10:40:01. The parcel delivery was at the 'In Transit' stage
A parcel, with id 58683806, was with the driver with id 59919 at the location with latitude -17.3667 and longitude 30.2 was Awaiting delivery in Chinhoyi at the time stamp 2019-02-09 11:40:01. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 58683806, was with the driver with id 1199 at the location with latitude -17.3667 and longitude 30.2 was Delivered in Chinhoyi at the time stamp 2019-02-09 12:40:01. The parcel delivery was at the 'Delivered' stage
A parcel, with id 993689280, was with the driver with id 131 at the location with latitude -17.8292 and longitude 31.0522 was Collected at Harare at the time stamp 2019-02-10 14:53:35. The parcel delivery was at the 'Collected' stage
A parcel, with id 993689280, was with the driver with id 24 at the location with latitude -17.8292 and longitude 31.0522 was In transit from Harare at the time stamp 2019-02-10 18:53:35. The parcel delivery was at the 'In Transit' stage
A parcel, with id 993689280, was with the driver with id 9 at the location with latitude -17.8292 and longitude 31.0522 was Awaiting delivery in Harare at the time stamp 2019-02-10 21:53:35. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 993689280, was with the driver with id 876025 at the location with latitude -17.8292 and longitude 31.0522 was Delivered in Harare at the time stamp 2019-02-11 00:53:35. The parcel delivery was at the 'Delivered' stage
A parcel, with id 306043818, was with the driver with id 50 at the location with latitude -20.0732 and longitude 30.8298 was Collected at Masvingo at the time stamp 2019-02-11 02:51:24. The parcel delivery was at the 'Collected' stage
A parcel, with id 306043818, was with the driver with id 219 at the location with latitude -20.0732 and longitude 30.8298 was In transit from Masvingo at the time stamp 2019-02-11 04:51:24. The parcel delivery was at the 'In Transit' stage
A parcel, with id 306043818, was with the driver with id 50 at the location with latitude -20.0732 and longitude 30.8298 was Awaiting delivery in Masvingo at the time stamp 2019-02-11 07:51:24. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 306043818, was with the driver with id 5174 at the location with latitude -20.0732 and longitude 30.8298 was Delivered in Masvingo at the time stamp 2019-02-11 11:51:24. The parcel delivery was at the 'Delivered' stage
A parcel, with id 263483617, was with the driver with id 254 at the location with latitude -18.9281 and longitude 29.8144 was Collected at Kwekwe at the time stamp 2019-02-12 06:53:51. The parcel delivery was at the 'Collected' stage
A parcel, with id 263483617, was with the driver with id 24 at the location with latitude -18.9281 and longitude 29.8144 was In transit from Kwekwe at the time stamp 2019-02-12 07:53:51. The parcel delivery was at the 'In Transit' stage
A parcel, with id 263483617, was with the driver with id 59919 at the location with latitude -18.9281 and longitude 29.8144 was Awaiting delivery in Kwekwe at the time stamp 2019-02-12 08:53:51. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 283500617, was with the driver with id 1234 at the location with latitude -17.8292 and longitude 31.0522 was Collected at Harare at the time stamp 2019-02-12 10:04:27. The parcel delivery was at the 'Collected' stage
A parcel, with id 263483617, was with the driver with id 72025 at the location with latitude -18.9281 and longitude 29.8144 was Delivered in Kwekwe at the time stamp 2019-02-12 12:53:51. The parcel delivery was at the 'Delivered' stage
A parcel, with id 283500617, was with the driver with id 24 at the location with latitude -17.8292 and longitude 31.0522 was In transit from Harare at the time stamp 2019-02-12 14:04:27. The parcel delivery was at the 'In Transit' stage
A parcel, with id 283500617, was with the driver with id 132 at the location with latitude -17.8292 and longitude 31.0522 was Awaiting delivery in Harare at the time stamp 2019-02-12 16:04:27. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 283500617, was with the driver with id 11475 at the location with latitude -17.8292 and longitude 31.0522 was Delivered in Harare at the time stamp 2019-02-12 17:04:27. The parcel delivery was at the 'Delivered' stage
A parcel, with id 664596993, was with the driver with id 10796 at the location with latitude -17.3667 and longitude 30.2 was Collected at Chinhoyi at the time stamp 2019-02-12 23:27:26. The parcel delivery was at the 'Collected' stage
A parcel, with id 664596993, was with the driver with id 16 at the location with latitude -17.3667 and longitude 30.2 was In transit from Chinhoyi at the time stamp 2019-02-13 03:27:26. The parcel delivery was at the 'In Transit' stage
A parcel, with id 664596993, was with the driver with id 1224 at the location with latitude -17.3667 and longitude 30.2 was Awaiting delivery in Chinhoyi at the time stamp 2019-02-13 06:27:26. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 664596993, was with the driver with id 876025 at the location with latitude -17.3667 and longitude 30.2 was Delivered in Chinhoyi at the time stamp 2019-02-13 07:27:26. The parcel delivery was at the 'Delivered' stage
A parcel, with id 51972441, was with the driver with id 50 at the location with latitude -19.4571 and longitude 29.8167 was Collected at Gweru at the time stamp 2019-02-13 12:41:25. The parcel delivery was at the 'Collected' stage
A parcel, with id 51972441, was with the driver with id 49 at the location with latitude -19.4571 and longitude 29.8167 was In transit from Gweru at the time stamp 2019-02-13 16:41:25. The parcel delivery was at the 'In Transit' stage
A parcel, with id 51972441, was with the driver with id 51 at the location with latitude -19.4571 and longitude 29.8167 was Awaiting delivery in Gweru at the time stamp 2019-02-13 17:41:25. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 51972441, was with the driver with id 1224 at the location with latitude -19.4571 and longitude 29.8167 was Delivered in Gweru at the time stamp 2019-02-13 19:41:25. The parcel delivery was at the 'Delivered' stage
A parcel, with id 80202901, was with the driver with id 5173 at the location with latitude -18.9707 and longitude 32.6709 was Collected at Mutare at the time stamp 2019-02-14 18:05:17. The parcel delivery was at the 'Collected' stage
A parcel, with id 80202901, was with the driver with id 49 at the location with latitude -18.9707 and longitude 32.6709 was In transit from Mutare at the time stamp 2019-02-14 21:05:17. The parcel delivery was at the 'In Transit' stage
A parcel, with id 80202901, was with the driver with id 72025 at the location with latitude -18.9707 and longitude 32.6709 was Awaiting delivery in Mutare at the time stamp 2019-02-14 22:05:17. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 80202901, was with the driver with id 1707 at the location with latitude -18.9707 and longitude 32.6709 was Delivered in Mutare at the time stamp 2019-02-15 00:05:17. The parcel delivery was at the 'Delivered' stage
A parcel, with id 655078363, was with the driver with id 219 at the location with latitude -17.8292 and longitude 31.0522 was Collected at Harare at the time stamp 2019-02-15 16:03:11. The parcel delivery was at the 'Collected' stage
A parcel, with id 655078363, was with the driver with id 1223 at the location with latitude -17.8292 and longitude 31.0522 was In transit from Harare at the time stamp 2019-02-15 17:03:11. The parcel delivery was at the 'In Transit' stage
A parcel, with id 655078363, was with the driver with id 132 at the location with latitude -17.8292 and longitude 31.0522 was Awaiting delivery in Harare at the time stamp 2019-02-15 18:03:11. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 935106875, was with the driver with id 5173 at the location with latitude -17.9243 and longitude 25.8544 was Collected at Victoria Falls at the time stamp 2019-02-15 20:54:43. The parcel delivery was at the 'Collected' stage
A parcel, with id 655078363, was with the driver with id 1224 at the location with latitude -17.8292 and longitude 31.0522 was Delivered in Harare at the time stamp 2019-02-15 22:03:11. The parcel delivery was at the 'Delivered' stage
A parcel, with id 935106875, was with the driver with id 10796 at the location with latitude -17.9243 and longitude 25.8544 was In transit from Victoria Falls at the time stamp 2019-02-15 23:54:43. The parcel delivery was at the 'In Transit' stage
A parcel, with id 471901871, was with the driver with id 219 at the location with latitude -20.1326 and longitude 28.6265 was Collected at Bulawayo at the time stamp 2019-02-16 01:54:58. The parcel delivery was at the 'Collected' stage
A parcel, with id 471901871, was with the driver with id 1198 at the location with latitude -20.1326 and longitude 28.6265 was In transit from Bulawayo at the time stamp 2019-02-16 02:54:58. The parcel delivery was at the 'In Transit' stage
A parcel, with id 935106875, was with the driver with id 59919 at the location with latitude -17.9243 and longitude 25.8544 was Awaiting delivery in Victoria Falls at the time stamp 2019-02-16 03:54:43. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 471901871, was with the driver with id 72025 at the location with latitude -20.1326 and longitude 28.6265 was Awaiting delivery in Bulawayo at the time stamp 2019-02-16 03:54:58. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 471901871, was with the driver with id 255 at the location with latitude -20.1326 and longitude 28.6265 was Delivered in Bulawayo at the time stamp 2019-02-16 05:54:58. The parcel delivery was at the 'Delivered' stage
A parcel, with id 935106875, was with the driver with id 72025 at the location with latitude -17.9243 and longitude 25.8544 was Delivered in Victoria Falls at the time stamp 2019-02-16 07:54:43. The parcel delivery was at the 'Delivered' stage
A parcel, with id 20919406, was with the driver with id 10796 at the location with latitude -19.4571 and longitude 29.8167 was Collected at Gweru at the time stamp 2019-02-16 15:46:04. The parcel delivery was at the 'Collected' stage
A parcel, with id 85255277, was with the driver with id 1223 at the location with latitude -18.9281 and longitude 29.8144 was Collected at Kwekwe at the time stamp 2019-02-16 16:58:52. The parcel delivery was at the 'Collected' stage
A parcel, with id 20919406, was with the driver with id 1706 at the location with latitude -19.4571 and longitude 29.8167 was In transit from Gweru at the time stamp 2019-02-16 19:46:04. The parcel delivery was at the 'In Transit' stage
A parcel, with id 85255277, was with the driver with id 219 at the location with latitude -18.9281 and longitude 29.8144 was In transit from Kwekwe at the time stamp 2019-02-16 19:58:52. The parcel delivery was at the 'In Transit' stage
A parcel, with id 85255277, was with the driver with id 17 at the location with latitude -18.9281 and longitude 29.8144 was Awaiting delivery in Kwekwe at the time stamp 2019-02-16 20:58:52. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 20919406, was with the driver with id 255 at the location with latitude -19.4571 and longitude 29.8167 was Awaiting delivery in Gweru at the time stamp 2019-02-16 22:46:04. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 85255277, was with the driver with id 1235 at the location with latitude -18.9281 and longitude 29.8144 was Delivered in Kwekwe at the time stamp 2019-02-17 00:58:52. The parcel delivery was at the 'Delivered' stage
A parcel, with id 20919406, was with the driver with id 9 at the location with latitude -19.4571 and longitude 29.8167 was Delivered in Gweru at the time stamp 2019-02-17 01:46:04. The parcel delivery was at the 'Delivered' stage
